FILE_NAME_1,FILE_NAME_2,TIME_STAMP_1,TIME_STAMP_2,RESULT_URL,PERC_SIM_1 [%],PERC_SIM_2 [%],LINES_MATCHES
ab0343/source_file/2022-02-04_12-41-54_66d8396e2a5cfb08369225017e853f6a2a978578.c,ab0383/source_file/2022-02-04_11-58-25_2624bbd3d4d382ff03ced4c8d34e3f280ccbae3e.c,2022-02-04_12-41-54,2022-02-04_11-58-25,http://moss.stanford.edu/results/0/8167547768420,65.0,66.0,245
ab0343/source_file/2022-02-04_12-34-24_7d444c78a5a9e6e50de0bbe484d42b62a46377ce.c,ab0383/source_file/2022-02-04_11-58-25_2624bbd3d4d382ff03ced4c8d34e3f280ccbae3e.c,2022-02-04_12-34-24,2022-02-04_11-58-25,http://moss.stanford.edu/results/0/8167547768420,65.0,66.0,245
ab0343/source_file/2022-02-04_12-29-54_6a115fbfb8cbb349daffbfeab3ec34ec2b27c221.c,ab0383/source_file/2022-02-04_11-58-25_2624bbd3d4d382ff03ced4c8d34e3f280ccbae3e.c,2022-02-04_12-29-54,2022-02-04_11-58-25,http://moss.stanford.edu/results/0/8167547768420,65.0,66.0,245
ab0343/source_file/2022-02-04_12-16-23_6c0b8164cd978e3a531e2f3d8efafc9dfc8ffce7.c,ab0383/source_file/2022-02-04_11-58-25_2624bbd3d4d382ff03ced4c8d34e3f280ccbae3e.c,2022-02-04_12-16-23,2022-02-04_11-58-25,http://moss.stanford.edu/results/0/8167547768420,65.0,66.0,241
ab0343/source_file/2022-02-04_12-07-23_f5479cfb5c2058fe022b4c6565cd2f4c25e6c53e.c,ab0383/source_file/2022-02-04_11-58-25_2624bbd3d4d382ff03ced4c8d34e3f280ccbae3e.c,2022-02-04_12-07-23,2022-02-04_11-58-25,http://moss.stanford.edu/results/0/8167547768420,65.0,66.0,243
ab0343/source_file/2022-02-04_11-59-23_1be7a9740f4ee0f6fd944c88e61f0281dfe19573.c,ab0383/source_file/2022-02-04_11-58-25_2624bbd3d4d382ff03ced4c8d34e3f280ccbae3e.c,2022-02-04_11-59-23,2022-02-04_11-58-25,http://moss.stanford.edu/results/0/8167547768420,65.0,66.0,230
ab0343/source_file/2022-02-04_12-04-23_34bfc43dadef82c7b678ab352bfafd593cd914e4.c,ab0383/source_file/2022-02-04_11-58-25_2624bbd3d4d382ff03ced4c8d34e3f280ccbae3e.c,2022-02-04_12-04-23,2022-02-04_11-58-25,http://moss.stanford.edu/results/0/8167547768420,65.0,65.0,233
ab0343/source_file/2022-02-04_12-57-55_69206aec29723b7001715b50a71ac3fd5f9e5ee1.c,ab0383/source_file/2022-02-04_11-58-25_2624bbd3d4d382ff03ced4c8d34e3f280ccbae3e.c,2022-02-04_12-57-55,2022-02-04_11-58-25,http://moss.stanford.edu/results/0/8167547768420,65.0,65.0,241
ab0343/source_file/2022-02-04_12-55-25_ca4ee3301fef1d7985f4901ede809ce7dba5cdf8.c,ab0383/source_file/2022-02-04_11-58-25_2624bbd3d4d382ff03ced4c8d34e3f280ccbae3e.c,2022-02-04_12-55-25,2022-02-04_11-58-25,http://moss.stanford.edu/results/0/8167547768420,65.0,65.0,238
ab0343/source_file/2022-02-04_12-50-55_4b0d673eb978298f26cc61edcff20184cf49af4a.c,ab0383/source_file/2022-02-04_11-58-25_2624bbd3d4d382ff03ced4c8d34e3f280ccbae3e.c,2022-02-04_12-50-55,2022-02-04_11-58-25,http://moss.stanford.edu/results/0/8167547768420,65.0,65.0,238
